File_ID,Max_Difference
0,0.000000000000000
1,0.007812500000000
2,0.015625000000000
3,0.062500000000000
4,0.187500000000000
5,0.250000000000000
6,0.500000000000000
7,0.375000000000000
8,0.750000000000000
9,1.000000000000000
10,1.000000000000000
11,1.500000000000000
12,1.000000000000000
13,1.500000000000000
14,1.000000000000000
15,1.000000000000000
