filter_radius,image_size,gpu_time_mean,cpu_time_mean,gpu_time_std,cpu_time_std,count,speedup,speedup_std
16,64,0.0001718,0.001036,8.96660470858396e-06,0.00012138460455190443,10,6.0302677532013975,0.7734751136715957
16,128,0.0003363,0.0039082,6.4815978825526565e-06,0.00012768346277676913,10,11.621171573000296,0.44081333594999506
16,256,0.000895,0.0153644,2.0319667538837554e-05,0.00028968803143304933,10,17.166927374301675,0.5066258808739859
16,512,0.0027087,0.062209400000000005,9.375031851797742e-05,0.001273879743146895,10,22.966515302543655,0.9235931807113329
16,1024,0.0113951,0.2605112,0.002368500672014542,0.02920892281782706,10,22.861686163350914,5.399131226792437
16,2048,0.0388376,0.9840289999999999,0.0006155657199321252,0.044154186415333245,10,25.337018765320202,1.2057345160110522
16,4096,0.1350525,4.1765118999999995,0.018172254897385623,0.13360500389286017,10,30.92509875789045,4.2771673325292685
16,8192,0.5422863,17.0321945,0.11002259416547129,0.4766873162998639,10,31.408122425368298,6.43262934489048
16,16384,2.2401076,71.3169407,0.1544984184954654,2.2143062792998367,10,31.836390671590955,2.40797179877938
